Naam,Prijs,Aanbieding,Eiwit per 100g,Koolhydraten per 100g,Vetten per 100g,Calorieën,Link,Verzameld op
Jude's Schepijs Protein Chocolade Brownie 460ml,"€6,49",JA,4.1 g,15.0 g,3.8 g,486.0 kJ,https://www.jumbo.com/producten/jude-s-schepijs-protein-chocolade-brownie-460ml-699467CUP,2025-12-09 16:10:10
Alpro Protein Sojadrink Chocolade Smaak 1L,"€2,99",JA,5.0 g,5.3 g,2.8 g,291 kJ / 69 kcal,https://www.jumbo.com/producten/alpro-protein-sojadrink-chocolade-smaak-1l-495543STK,2025-12-09 16:10:13
HiPRO Protein Mousse Dark Chocolate 200 g,"€2,49",JA,10.0 g,5.3 g,2.3 g,355.0 kJ,https://www.jumbo.com/producten/hipro-protein-mousse-dark-chocolate-200-g-578678CUP,2025-12-09 16:10:15
Melkunie Protein Food to Go Chocolate Caramel Flavour 500 ml,"€3,49",JA,,,,,https://www.jumbo.com/producten/melkunie-protein-food-to-go-chocolate-caramel-flavour-500-ml-709780FLS,2025-12-09 16:10:18
Oppo Pro High Protein Chocolate Brownie 150g,"€3,45",JA,10.0g,15.1g,5.0g,652 kJ,https://www.jumbo.com/producten/oppo-pro-high-protein-chocolate-brownie-150g-683156CUP,2025-12-09 16:10:20
Nature Valley Protein Chocolate & Cranberries 4 x 40 g,"€4,25",JA,,,,,https://www.jumbo.com/producten/nature-valley-protein-chocolate-cranberries-4-x-40-g-579773DS,2025-12-09 16:10:23
Jumbo Franse Kwark Vol 500 g,"€1,45",JA,"7,6 g","4,0 g","8,6 g",kJ 529,https://www.jumbo.com/producten/jumbo-franse-kwark-vol-500-g-394227CUP,2025-12-09 16:10:25
Optimel Magere Kwark met Magere Yoghurt Aardbei 0% Vet 500g,"€2,59",JA,6.6 g,4.1 g,- g,217 kJ / 51 kcal,https://www.jumbo.com/producten/optimel-magere-kwark-met-magere-yoghurt-aardbei-0-vet-500g-712760PAK,2025-12-09 16:10:28
Danio Romige Kwark Stracciatella 450 g,"€2,99",JA,,,,,https://www.jumbo.com/producten/danio-romige-kwark-stracciatella-450-g-384291BKR,2025-12-09 16:10:30
Jumbo Magere Kwark met Yoghurt Vanille 0% Vet 500 g,"€1,59",JA,8.1 g,4.8 g,0.0 g,kJ 233,https://www.jumbo.com/producten/jumbo-magere-kwark-met-yoghurt-vanille-0-vet-500-g-715947POT,2025-12-09 16:10:33
Jumbo Kwark Toetje 6 x 100 g,"€2,25",JA,,,,,https://www.jumbo.com/producten/jumbo-kwark-toetje-6-x-100-g-324866CUP,2025-12-09 16:10:36
Danio Romige Kwark Kers 450 g,"€2,99",JA,,,,,https://www.jumbo.com/producten/danio-romige-kwark-kers-450-g-409201CUP,2025-12-09 16:10:38
Jumbo Magere Kwark met Yoghurt Aardbei Framboos 0% Vet 500 g,"€1,59",JA,7.2 g,5.8 g,0.0 g,kJ 234,https://www.jumbo.com/producten/jumbo-magere-kwark-met-yoghurt-aardbei-framboos-0-vet-500-g-716153POT,2025-12-09 16:10:41
Jumbo Lekker Vrij van Lactose Magere Kwark 500 g,"€1,99",JA,"8,5 g","3,6 g","0,2 g",kJ 221,https://www.jumbo.com/producten/jumbo-lekker-vrij-van-lactose-magere-kwark-500-g-330936CUP,2025-12-09 16:10:43
Optimel Kwark met Magere Yoghurt Vanille 0% Vet 500g,"€2,59",JA,7.0 g,3.6 g,- g,183 kJ / 43 kcal,https://www.jumbo.com/producten/optimel-kwark-met-magere-yoghurt-vanille-0-vet-500g-202676STK,2025-12-09 16:10:46
Danio Romige Kwark Aardbei 450g,"€2,99",JA,,,,,https://www.jumbo.com/producten/danio-romige-kwark-aardbei-450g-681954BKR,2025-12-09 16:10:49
Danio Romige Kwark Vanille Smaak 450 g,"€2,99",JA,,,,,https://www.jumbo.com/producten/danio-romige-kwark-vanille-smaak-450-g-886440BKR,2025-12-09 16:10:52
Danio Romige Kwark Mango Kiwi Banaan 450 g,"€2,99",JA,,,,,https://www.jumbo.com/producten/danio-romige-kwark-mango-kiwi-banaan-450-g-81085PAK,2025-12-09 16:10:54
Optimel Magere Kwark met Magere Yoghurt Appel Kaneel 0% Vet 500g,"€2,59",JA,6.6 g,4.4 g,- g,221 kJ / 52 kcal,https://www.jumbo.com/producten/optimel-magere-kwark-met-magere-yoghurt-appel-kaneel-0-vet-500g-512896CUP,2025-12-09 16:10:57
Campina Volle Milde Kwark Naturel Voordeelpak 1 kg,"€3,99",JA,8.5 g,2.8 g,8.8 g,531 kJ / 127 kcal,https://www.jumbo.com/producten/campina-volle-milde-kwark-naturel-voordeelpak-1-kg-408451CUP,2025-12-09 16:10:59
Jumbo Magere Kwark met Yoghurt Mango Passievrucht 0% Vet 500 g,"€1,59",JA,7.1 g,5.3 g,0.0 g,kJ 224,https://www.jumbo.com/producten/jumbo-magere-kwark-met-yoghurt-mango-passievrucht-0-vet-500-g-715945POT,2025-12-09 16:11:02
Jumbo Biologisch Magere Kwark 500 g,"€1,65",JA,9.5 g,3.5 g,0.1 g,kJ 235,https://www.jumbo.com/producten/jumbo-biologisch-magere-kwark-500-g-395980BKR,2025-12-09 16:11:05
Optimel Magere Kwark met Magere Yoghurt Bosbes 0% Vet 500g,"€2,59",JA,6.6 g,4.4 g,- g,222 kJ / 52 kcal,https://www.jumbo.com/producten/optimel-magere-kwark-met-magere-yoghurt-bosbes-0-vet-500g-457844CUP,2025-12-09 16:11:07
Jumbo Milde Magere Kwark 6 x 500 g,"€8,94",JA,"9,0 g","4,8 g","0,5 g",kJ 268,https://www.jumbo.com/producten/jumbo-milde-magere-kwark-6-x-500-g-394229PKL,2025-12-09 16:11:10
Jumbo Magere Kwark met Yoghurt Appel Kaneel 0% Vet 500 g,"€1,59",JA,7.0 g,5.7 g,0.0 g,kJ 229,https://www.jumbo.com/producten/jumbo-magere-kwark-met-yoghurt-appel-kaneel-0-vet-500-g-715948POT,2025-12-09 16:11:13
Optimel Magere Kwark met Magere Yoghurt Sinaasappel Abrikoos 0% Vet 500g,"€2,79",JA,6.8 g,4.2 g,- g,221 kJ / 52 kcal,https://www.jumbo.com/producten/optimel-magere-kwark-met-magere-yoghurt-sinaasappel-abrikoos-0-vet-500g-498984CUP,2025-12-09 16:11:15
Almhof Volle Kwark Aardbei 500 g,"€2,99",JA,5.7 g,13.0 g,5.5 g,536 kJ / 128 kcal,https://www.jumbo.com/producten/almhof-volle-kwark-aardbei-500-g-571138CUP,2025-12-09 16:11:18
Almhof Volle Kwark Vanille 500 g,"€2,99",JA,5.6 g,13.9 g,5.4 g,544 kJ / 130 kcal,https://www.jumbo.com/producten/almhof-volle-kwark-vanille-500-g-664898BKR,2025-12-09 16:11:20
Almhof Volle Kwark Special Edition Kers Vanille 500 g,"€3,39",JA,5.5 g,13.6 g,5.4 g,537 kJ / 128 kcal,https://www.jumbo.com/producten/almhof-volle-kwark-special-edition-kers-vanille-500-g-673392CUP,2025-12-09 16:11:23
Almhof Volle Kwark Spaanse Sinaasappel 500 g,"€2,99",JA,5.6 g,14.2 g,5.4 g,547 kJ / 130 kcal,https://www.jumbo.com/producten/almhof-volle-kwark-spaanse-sinaasappel-500-g-696439BKR,2025-12-09 16:11:26
Jumbo Biologische Volle Kwark 500 g,"€1,89",JA,8.1 g,3.8 g,7.8 g,491.0 kJ,https://www.jumbo.com/producten/jumbo-biologische-volle-kwark-500-g-395981BKR,2025-12-09 16:11:29
Almhof Volle Kwark Citroen 500 g,"€2,99",JA,"5,7 g","12,6 g","5,6 g",531 kJ / 127 kcal,https://www.jumbo.com/producten/almhof-volle-kwark-citroen-500-g-310972BAK,2025-12-09 16:11:31
Campina Magere Milde Kwark met 'n Vleugje Vanille Voordeelpak 1 kg,"€3,69",JA,"9,0 g","7,3 g","0,1 g",294 kJ / 69 kcal,https://www.jumbo.com/producten/campina-magere-milde-kwark-met-n-vleugje-vanille-voordeelpak-1-kg-567727CUP,2025-12-09 16:11:34
Danone Skyr Drink Vanille Protein 0% Vet 270 ml,"€1,79",JA,6.0 g,8.6 g,0.2 g,256.0 kJ,https://www.jumbo.com/producten/danone-skyr-drink-vanille-protein-0-vet-270-ml-697147STK,2025-12-09 16:11:37
Danone Skyr Vanille High Protein 0% Vet 450 g,"€2,19",JA,8.0 g,9.2 g,0.1 g,70.0 kJ,https://www.jumbo.com/producten/danone-skyr-vanille-high-protein-0-vet-450-g-697180STK,2025-12-09 16:11:39
Jumbo Skyr IJslandse Stijl Naturel 500 g,"€1,69",JA,"11,0 g","4,0 g","0,2 g",kJ 262 / kcal 62,https://www.jumbo.com/producten/jumbo-skyr-ijslandse-stijl-naturel-500-g-556763CUP,2025-12-09 16:11:42
Jumbo Skyr IJslandse Stijl Vanille 500 g,"€1,69",JA,"9,5 g","8,3 g","0,2 g",kJ 308 / kcal 73,https://www.jumbo.com/producten/jumbo-skyr-ijslandse-stijl-vanille-500-g-500809CUP,2025-12-09 16:11:45
Arla Skyr Peach & Passionfruit 450 g,"€2,19",JA,8.5 g,7.8 g,0 g,293 kJ 69 kcal,https://www.jumbo.com/producten/arla-skyr-peach-passionfruit-450-g-707511CUP,2025-12-09 16:11:47
Arla Skyr 0% Fat Coconut 450 g,"€2,19",JA,8.6 g,8.0 g,0.5 g,303 kJ / 71 kcal,https://www.jumbo.com/producten/arla-skyr-0-fat-coconut-450-g-547426BKR,2025-12-09 16:11:50
Arla Skyr Naturel 0% Fat 450 g,"€1,99",JA,10 g,4.0 g,0 g,258 kJ 61 kcal,https://www.jumbo.com/producten/arla-skyr-naturel-0-fat-450-g-161154BKR,2025-12-09 16:11:53
Ísey Skyr Air Mousse Passionfruit 125 g,"€1,69",JA,8.5 g,4.1 g,2.2 g,299 kJ/71 kcal,https://www.jumbo.com/producten/isey-skyr-air-mousse-passionfruit-125-g-715063CUP,2025-12-09 16:11:55
Ísey Skyr Mango Panna Cotta 400 g,"€2,99",JA,9.4 g,4.2 g,2.2 g,314 kJ/75 kcal,https://www.jumbo.com/producten/isey-skyr-mango-panna-cotta-400-g-715068CUP,2025-12-09 16:11:58
Ísey Skyr Perzik 400 g,"€2,99",JA,8.9,3.9,2.1 g,295 kJ/70 kcal,https://www.jumbo.com/producten/isey-skyr-perzik-400-g-634022CUP,2025-12-09 16:12:00
Ísey Skyr Perzik 140 g,"€1,89",JA,8.9 g,4.1 g,2.1 g,300 kJ/70 kcal,https://www.jumbo.com/producten/isey-skyr-perzik-140-g-603211ZK,2025-12-09 16:12:03
Ísey Skyr Cherry Cheesecake 140 g,"€1,89",JA,9.3 g,4.3 g,2.2 g,314 kJ/75 kcal,https://www.jumbo.com/producten/isey-skyr-cherry-cheesecake-140-g-715065ZK,2025-12-09 16:12:05
Arla Skyr Vanille 0% Fat 450 g,"€2,19",JA,8.6 g,8.3 g,0 g,306 kJ 72 kcal,https://www.jumbo.com/producten/arla-skyr-vanille-0-fat-450-g-179901STK,2025-12-09 16:12:08
Ísey Skyr Cherry - Chocolate 125 g,"€1,69",JA,8.5 g,5.0 g,3.2 g,354 kJ/84 kcal,https://www.jumbo.com/producten/isey-skyr-cherry-chocolate-125-g-603609CUP,2025-12-09 16:12:11
Ísey Skyr Banana - Toffee 125 g,"€1,69",JA,8.5 g,5.0 g,2.2 g,314 kJ/74 kcal,https://www.jumbo.com/producten/isey-skyr-banana-toffee-125-g-603608CUP,2025-12-09 16:12:13
Ísey Skyr Lemon Cheesecake 170g,"€1,89",JA,9.5 g,4.8 g,0.2 g,251 kJ/59 kcal,https://www.jumbo.com/producten/isey-skyr-lemon-cheesecake-170g-578248CUP,2025-12-09 16:12:16
Ísey Skyr Mandarin Pie 170g,"€1,89",JA,8.9 g,4.1 g,2.1 g,300 kJ/71 kcal,https://www.jumbo.com/producten/isey-skyr-mandarin-pie-170g-578261CUP,2025-12-09 16:12:19
Ísey Skyr Mandarin Pie 140 g,"€1,89",JA,8.9 g,4.1 g,2.1 g,300 kJ/71 kcal,https://www.jumbo.com/producten/isey-skyr-mandarin-pie-140-g-578263ZK,2025-12-09 16:12:21
Ísey Skyr Blueberry Pie 400g,"€2,99",JA,9.6 g,5.2 g,0.3 g,263 kJ/62 kcal,https://www.jumbo.com/producten/isey-skyr-blueberry-pie-400g-494994CUP,2025-12-09 16:12:24
Ísey Skyr Air Mousse Stracciatella 125 g,"€1,69",JA,8.4 g,3.4 g,2.9 g,308 kJ/74 kcal,https://www.jumbo.com/producten/isey-skyr-air-mousse-stracciatella-125-g-652299CUP,2025-12-09 16:12:26
Ísey Skyr Crème Brûlée 170g,"€1,89",JA,9.5 g,4.0 g,2.4 g,322 kJ/77 kcal,https://www.jumbo.com/producten/isey-skyr-creme-brulee-170g-578698STK,2025-12-09 16:12:29
Dodoni Authentieke Griekse Yoghurt 5% Vet 500 g,"€2,69",JA,7.9 g,2.8 g,5 g,367kJ,https://www.jumbo.com/producten/dodoni-authentieke-griekse-yoghurt-5-vet-500-g-257455BKR,2025-12-09 16:12:32
Dodoni Authentieke Griekse Yoghurt 10% Vet 1 kg,"€4,99",JA,5.9 g,2.9 g,10 g,520 kJ /125 kcal,https://www.jumbo.com/producten/dodoni-authentieke-griekse-yoghurt-10-vet-1-kg-583152POT,2025-12-09 16:12:34
Dodoni Authentieke Griekse Yoghurt 0% Vet 500 g,"€2,59",JA,9 g,2.8 g,0 g,201 kJ,https://www.jumbo.com/producten/dodoni-authentieke-griekse-yoghurt-0-vet-500-g-257407BKR,2025-12-09 16:12:37
Dodoni Authentieke Griekse Yoghurt 10% Vet 500 g,"€2,99",JA,5.9 g,2.9 g,10 g,520 kJ,https://www.jumbo.com/producten/dodoni-authentieke-griekse-yoghurt-10-vet-500-g-257453BKR,2025-12-09 16:12:39
Jumbo Griekse Yoghurt Biologisch 10% Vet 1 kg,"€2,99",JA,4.5 g,4.2 g,10.0 g,518.0 kJ,https://www.jumbo.com/producten/jumbo-griekse-yoghurt-biologisch-10-vet-1-kg-428574EM,2025-12-09 16:12:42
Dodoni Authentieke Griekse Yoghurt 10% Vet 170 g,"€1,49",JA,5.9 g,2.9 g,10 g,520 kJ / 125 kcal,https://www.jumbo.com/producten/dodoni-authentieke-griekse-yoghurt-10-vet-170-g-577802CUP,2025-12-09 16:12:45
Powerful Eggs Nederlandse Scharreleieren 20 Stuks,"€6,99",JA,12.7 g,0.5 g,0.17 g,618.0 kJ,https://www.jumbo.com/producten/powerful-eggs-nederlandse-scharreleieren-20-stuks-602954DS,2025-12-09 16:12:47
Powerful Eggs Nederlandse Witte Scharreleieren 30 Stuks,"€7,65",JA,12.7 g,0.5 g,10.0 g,618.0 kJ,https://www.jumbo.com/producten/powerful-eggs-nederlandse-witte-scharreleieren-30-stuks-610412TRA,2025-12-09 16:12:50
Upfront Eiwit Limonade Granaatappel 500ML,"€2,49",JA,3.2 g,0.5 g,0.5 g,60.0 kJ,https://www.jumbo.com/producten/upfront-eiwit-limonade-granaatappel-500ml-717422FLS,2025-12-09 16:12:52
Upfront Eiwit Limonade Appel Kiwi 500ML,"€2,49",JA,3.2 g,0.5 g,0.5 g,60.0 kJ,https://www.jumbo.com/producten/upfront-eiwit-limonade-appel-kiwi-500ml-717423FLS,2025-12-09 16:12:55
Upfront Eiwit Milkshake 330ML,"€2,29",JA,7.7 g,5.4 g,1.5 g,279.0 kJ,https://www.jumbo.com/producten/upfront-eiwit-milkshake-330ml-706748FLS,2025-12-09 16:12:57
Alpro Plantaardige Variatie Op Kwark Zonder Suikers 6 x 400g,"€14,94",JA,"5,8 g",0 g,"3,3 g",255 kJ / 61 kcal,https://www.jumbo.com/producten/alpro-plantaardige-variatie-op-kwark-zonder-suikers-6-x-400g-391122TRL,2025-12-09 16:13:00
